C1	3.3UF 250V	1189-2223-ND
C2	3.3UF 250V	1189-2223-ND
C4	47pF 250V	311-3219-1-ND
C6	0.1uF		311-1361-1-ND
C7			311-1361-1-ND
C8				311-1361-1-ND
C9					311-1361-1-ND
C10						311-1361-1-ND
C11							311-1361-1-ND
C16							100pf
D1							180V Zener	1N5386BGOS-ND
D2							1N4007		1N4007-TPMSCT-ND
D3							1N4007		1N4007-TPMSCT-ND
D4							BAT240		BAT240AE6327HTSA1CT-ND
D5							90V Zener
J1							    WM4620
J2
J3		732-5315-ND
J4
LED1		754-1218-ND
N1		NIXIE
N2		NIXIE
N3		NIXIE
N4		NIXIE
PD1		TEPT4400	751-1057-ND
Q1		PSMN017-30	1727-7130-ND
R1		10K		PPC10KW-1CT-ND
R2		200k		RMCF1206FT200KCT-ND
R3		10K
R4		10K
R5		10K
R6		10K
R7		220	PPC220W-1CT-ND
R8		10k	RMCF1206FT10K0CT-ND
R9		10k	RMCF1206FT10K0CT-ND
R10		10k	RMCF1206FT10K0CT-ND
R11		470	RMCF1206FT470RCT-ND
R12		10k	RMCF1206FT10K0CT-ND
U1		ATtiny861A	ATTINY861A-PU-ND
U2		74LS164
U3		74LS164
U4		74LS164
U5		74LS164
U6		ULN2003A
U7		ULN2003A
U8		ULN2003A
U9		ULN2003A
U10		ULN2003A
